Date,Price,Amount,High,Low,Close-Ad,Law-Buy,Law-Sell,Turnover
2016/2/1,11.71 ,13766.00 ,12.10 ,11.67 ,11.98 ,2635.00 ,0.00 ,8.21 
2016/2/2,12.14 ,9088.00 ,12.16 ,11.79 ,11.85 ,1362.00 ,0.00 ,5.67 
2016/2/3,11.70 ,12239.00 ,12.10 ,11.70 ,12.07 ,0.00 ,1122.00 ,8.06 
2016/2/15,12.30 ,9630.00 ,12.30 ,11.86 ,11.86 ,0.00 ,1750.00 ,6.35 
2016/2/16,11.86 ,7721.00 ,11.87 ,11.50 ,11.54 ,0.00 ,1456.00 ,5.09 
2016/2/17,11.54 ,6309.00 ,11.72 ,11.52 ,11.60 ,0.00 ,19.00 ,4.31 
2016/2/18,11.50 ,6258.00 ,11.56 ,11.43 ,11.52 ,0.00 ,1193.00 ,4.28 
2016/2/19,11.53 ,4365.00 ,11.62 ,11.52 ,11.52 ,79.00 ,0.00 ,2.98 
2016/2/22,11.50 ,6128.00 ,11.50 ,11.30 ,11.30 ,0.00 ,2325.00 ,4.19 
2016/2/23,11.27 ,4150.00 ,11.44 ,11.25 ,11.41 ,184.00 ,0.00 ,2.84 
2016/2/24,11.47 ,3946.00 ,11.51 ,11.32 ,11.49 ,493.00 ,0.00 ,2.70 
2016/2/25,11.37 ,7221.00 ,11.72 ,11.35 ,11.67 ,1694.00 ,0.00 ,4.94 
2016/2/26,11.83 ,4676.00 ,11.83 ,11.68 ,11.80 ,1136.00 ,0.00 ,3.20 
2016/3/1,11.74 ,2812.00 ,11.83 ,11.71 ,11.81 ,875.00 ,0.00 ,1.96 
2016/3/2,11.54 ,7174.00 ,11.54 ,11.29 ,11.31 ,0.00 ,1517.00 ,4.99 
2016/3/3,11.26 ,6913.00 ,11.26 ,11.13 ,11.17 ,0.00 ,3101.00 ,4.81 
2016/3/4,11.18 ,10305.00 ,11.18 ,10.96 ,10.96 ,0.00 ,4723.00 ,7.17 
2016/3/7,10.90 ,7539.00 ,10.90 ,10.71 ,10.88 ,0.00 ,1445.00 ,5.24 
2016/3/8,10.86 ,9546.00 ,11.19 ,10.80 ,11.08 ,2511.00 ,0.00 ,6.64 
2016/3/9,11.03 ,10517.00 ,11.14 ,11.01 ,11.05 ,0.00 ,2725.00 ,7.32 
2016/3/10,11.00 ,3262.00 ,11.03 ,10.91 ,10.95 ,0.00 ,1196.00 ,2.27 
2016/3/11,11.10 ,6173.00 ,11.20 ,11.03 ,11.05 ,3426.00 ,0.00 ,4.29 
2016/3/14,11.00 ,8108.00 ,11.01 ,10.78 ,10.82 ,0.00 ,2804.00 ,5.64 
2016/3/15,10.84 ,6582.00 ,11.06 ,10.84 ,11.04 ,2128.00 ,0.00 ,4.64 
2016/3/16,10.98 ,6584.00 ,10.99 ,10.82 ,10.85 ,0.00 ,3830.00 ,4.64 
2016/3/17,10.77 ,12287.00 ,10.82 ,10.65 ,10.67 ,0.00 ,3011.00 ,8.67 
2016/3/18,10.68 ,8526.00 ,10.68 ,10.47 ,10.53 ,0.00 ,3378.00 ,6.01 
2016/3/21,10.46 ,13042.00 ,10.49 ,10.21 ,10.27 ,0.00 ,5484.00 ,9.20 
2016/3/22,10.21 ,5727.00 ,10.38 ,10.21 ,10.30 ,592.00 ,0.00 ,4.04 
2016/3/23,10.36 ,3843.00 ,10.42 ,10.29 ,10.40 ,1129.00 ,0.00 ,2.71 
2016/3/24,10.42 ,6582.00 ,10.57 ,10.41 ,10.45 ,1247.00 ,0.00 ,4.64 
2016/3/25,10.59 ,6663.00 ,10.59 ,10.45 ,10.49 ,37.00 ,0.00 ,4.70 
2016/3/28,10.45 ,2573.00 ,10.47 ,10.36 ,10.47 ,70.00 ,0.00 ,1.82 
2016/3/29,10.52 ,7323.00 ,10.65 ,10.50 ,10.62 ,639.00 ,0.00 ,5.17 
2016/3/30,10.62 ,5769.00 ,10.62 ,10.43 ,10.46 ,0.00 ,725.00 ,4.07 
2016/3/31,10.31 ,6492.00 ,10.39 ,10.25 ,10.30 ,0.00 ,2494.00 ,4.58 
2016/4/1,10.36 ,8002.00 ,10.55 ,10.31 ,10.47 ,1456.00 ,0.00 ,5.64 
2016/4/6,10.36 ,5134.00 ,10.39 ,10.31 ,10.35 ,0.00 ,1166.00 ,3.62 
2016/4/7,10.31 ,4700.00 ,10.45 ,10.27 ,10.45 ,0.00 ,86.00 ,3.32 
2016/4/8,10.50 ,5195.00 ,10.56 ,10.48 ,10.48 ,197.00 ,0.00 ,3.68 
2016/4/11,10.50 ,4599.00 ,10.50 ,10.30 ,10.33 ,0.00 ,1626.00 ,3.26 
2016/4/12,10.35 ,2541.00 ,10.42 ,10.35 ,10.41 ,349.00 ,0.00 ,1.80 
2016/4/13,10.35 ,10203.00 ,10.35 ,10.15 ,10.18 ,0.00 ,6435.00 ,7.22 
2016/4/14,10.15 ,6894.00 ,10.23 ,10.13 ,10.23 ,1168.00 ,0.00 ,4.88 
2016/4/15,10.16 ,1477.00 ,10.26 ,10.16 ,10.22 ,256.00 ,0.00 ,1.05 
2016/4/18,10.27 ,3131.00 ,10.33 ,10.27 ,10.32 ,1539.00 ,0.00 ,2.22 
2016/4/19,10.25 ,2521.00 ,10.34 ,10.21 ,10.32 ,871.00 ,0.00 ,1.78 
2016/4/20,10.26 ,9779.00 ,10.60 ,10.22 ,10.55 ,3994.00 ,0.00 ,6.92 
2016/4/21,10.45 ,6890.00 ,10.48 ,10.34 ,10.41 ,0.00 ,3043.00 ,4.88 
2016/4/22,10.45 ,6506.00 ,10.47 ,10.31 ,10.37 ,0.00 ,2965.00 ,4.61 
