年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,成交筆數(筆),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),合計買賣超(千股),融資餘額(張),融資買進(張),融資賣出(張),融券買進(張),融券餘額(張),融券賣出(張),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE
1995/09/23,24.2,24.2,24.2,24.2,1815.0,43923.0,-6.9231,0.6191,537.0,,,,,,,,,,,0.0,,
1995/09/25,22.6,23.9,22.6,23.7,5202.0,120562.0,-2.0661,1.7743,1449.0,,,,,,,,,,,11.23,,
1995/09/26,23.4,25.3,23.0,24.5,6822.0,167805.0,3.3755,2.3269,1571.0,,,,,,,,,,,11.61,,
1995/09/27,24.4,24.9,24.0,24.5,2542.0,61845.0,0.0,0.867,873.0,,,,,,,,,,,11.61,,
1995/09/29,24.5,24.9,24.0,24.2,1154.0,28085.0,-1.2245,0.3936,442.0,,,,,,,,,,,11.47,,
1995/09/30,24.0,24.2,23.4,23.6,928.0,21992.0,-2.4793,0.3165,357.0,,,,,,,,,,,11.18,,
1995/10/02,23.5,23.7,23.1,23.3,770.0,18000.0,-1.2712,0.2626,306.0,,,,,,,,,,,11.04,,
1995/10/03,23.5,23.8,23.2,23.2,853.0,20089.0,-0.4292,0.2909,328.0,,,,,,,,,,,11.0,,
1995/10/04,23.5,23.5,23.1,23.4,787.0,18311.0,0.8621,0.2684,245.0,,,,,,,,,,,11.09,,
1995/10/05,23.5,24.2,23.4,23.8,1510.0,36072.0,1.7094,0.515,572.0,,,,,,,,,,,11.28,,
1995/10/06,24.1,24.1,23.7,23.9,1790.0,42829.0,0.4202,0.6105,546.0,,,,,,,,,,,11.33,,
1995/10/07,24.2,24.2,24.0,24.1,1219.0,29390.0,0.8368,0.4158,446.0,,,,,,,,,,,11.42,,
1995/10/09,24.4,24.5,24.1,24.5,2088.0,50900.0,1.6598,0.7122,555.0,,,,,,,,,,,11.61,,
1995/10/11,24.6,25.0,24.5,24.6,3866.0,95784.0,0.4082,1.3186,958.0,,,,,,,,,,,11.66,,
1995/10/12,24.0,24.5,24.0,24.0,1464.0,35391.0,-2.439,0.4993,358.0,,,,,,,,,,,11.37,,
1995/10/13,23.8,24.2,23.8,24.2,775.0,18637.0,0.8333,0.2643,253.0,,,,,,,,,,,11.47,,
1995/10/14,24.2,24.2,23.3,23.5,1039.0,24623.0,-2.8926,0.3544,288.0,,,,,,,,,,,11.14,,
1995/10/16,23.5,23.9,23.4,23.6,764.0,18033.0,0.4255,0.2606,183.0,,,,,,,,,,,11.18,,
1995/10/17,23.8,23.8,23.4,23.5,946.0,22224.0,-0.4237,0.3227,228.0,,,,,,,,,,,11.14,,
1995/10/18,23.6,23.7,23.2,23.3,569.0,13329.0,-0.8511,0.1941,167.0,,,,,,,,,,,11.04,,
1995/10/19,23.1,23.3,22.5,22.6,1220.0,27879.0,-3.0043,0.4161,273.0,,,,,,,,,,,10.71,,
1995/10/20,22.2,22.6,22.2,22.4,607.0,13566.0,-0.885,0.207,225.0,,,,,,,,,,,10.62,,
1995/10/21,22.4,23.2,22.2,23.1,410.0,9272.0,3.125,0.1398,160.0,,,,,,,,,,,10.95,,
1995/10/23,23.0,23.0,22.6,22.9,522.0,11879.0,-0.8658,0.178,167.0,,,,,,,,,,,10.85,,
1995/10/24,23.5,23.7,23.2,23.2,913.0,21387.0,1.31,0.3114,361.0,,,,,,,,,,,11.0,,
1995/10/26,22.7,23.2,22.5,23.2,1684.0,38539.0,0.0,0.5744,465.0,,,,,,,,,,,11.0,,
1995/10/27,23.1,23.4,22.8,23.1,1031.0,23787.0,-0.431,0.3517,322.0,,,,,,,,,,,10.95,,
1995/10/28,23.0,23.0,22.7,23.0,489.0,11186.0,-0.4329,0.1668,122.0,,,,,,,,,,,10.9,,
1995/10/30,22.6,23.0,22.5,23.0,669.0,15209.0,0.0,0.2282,171.0,,,,,,,,,,,10.9,,
1995/11/01,22.6,22.9,22.5,22.8,450.0,10252.0,-0.8696,0.1535,125.0,,,,,,,,,,,10.81,,
